"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000152952",13009.1593563725,-1.35815059419886,0.338037532814877,-4.01775087780754,5.87562661748721e-05,0.00502219996680357
"ENSG00000163536",23.0514943802057,-3.16152307636959,0.870145902749706,-3.63332524623631,0.000279791967755603,0.0134569493191029
"ENSG00000082781",1576.28047362258,-1.33222770567741,0.376505420799146,-3.5384024560648,0.000402555984030446,0.0162609494228069
"ENSG00000013297",1962.99364880544,-1.18122611473687,0.336849638557854,-3.50668660294256,0.00045372318280059,0.0172794103923025
"ENSG00000065534",1037.28189990023,-1.92133606585213,0.35609243461839,-5.39561046252259,6.82909624971051e-08,4.22611792317085e-05
"ENSG00000170153",76.6142850188866,-2.59199020953606,0.637658908099813,-4.06485375897914,4.80625884726304e-05,0.00451658813596773
"ENSG00000182585",64.8249133985518,-4.20711960411618,1.36064486478175,-3.09200417611616,0.00198810052225719,0.0387319800847741
"ENSG00000163749",25.3751076223256,-3.14952687692454,0.984454612827333,-3.19926062195916,0.00137780553439411,0.0318149692874796
"ENSG00000187653",27.7244581048454,-1.45841147943132,0.465952814108661,-3.12995529863077,0.00174832905565869,0.0360721895052744
"ENSG00000138685",2173.88189099081,-1.35124736297106,0.411809548177817,-3.28124340232054,0.00103350514464295,0.0272391108905812
"ENSG00000288781",30.4385571766687,-3.40642044084824,0.777806329918396,-4.37952265213068,1.18939558225094e-05,0.00185870091444487
"ENSG00000251432",90.9680762139337,-1.93594419524075,0.609525267077841,-3.17615085018865,0.00149243322426337,0.0328441456793437
"ENSG00000177822",15.2786443227766,-3.76436025935327,1.06290866458615,-3.54156512668841,0.000397760652170915,0.016194092236148
"ENSG00000218336",432.168617661261,-3.29040352980965,0.614529034185481,-5.35434999287035,8.58645191392566e-08,5.1092691369363e-05
"ENSG00000050730",47.6641951000177,-2.45036257297274,0.752541930987295,-3.2561143400448,0.00112948256549033,0.0283727766261072
"ENSG00000173320",46.59087253085,-1.76649431344511,0.576924054795942,-3.06191828674905,0.00219923479821518,0.04099486452953
"ENSG00000164096",354.312044080686,-1.12196678843155,0.328621136167907,-3.41416502150454,0.000639778124304208,0.0208818720698532
"ENSG00000118785",32.2434880161481,-6.52750548862085,1.82688286344257,-3.57302902076625,0.000352875636169174,0.0153044990821789
"ENSG00000163453",5609.63336940701,-1.31654987880226,0.335506863113955,-3.92406243670519,8.70681540199425e-05,0.00629453930300248
"ENSG00000109680",147.040628406077,-1.08898708042414,0.324029115452782,-3.36076922872328,0.000777257375912791,0.0236417459851948
"ENSG00000181982",95.4373393697135,-1.39655650637566,0.454689741237834,-3.07144934164055,0.00213022307908578,0.0405835927794756
"ENSG00000256043",160.707190166097,-1.70997195083103,0.457586008761274,-3.73694107357015,0.000186272555187824,0.0103384382397123
"ENSG00000168936",59.1671276516244,-1.12547394127674,0.365461030394541,-3.07960041611472,0.00207278482903053,0.0399353101991672
"ENSG00000109323",370.0557821229,-1.26838238506265,0.303369486970665,-4.18098206819757,2.90252756092605e-05,0.00316156304500248
"ENSG00000109501",140.315394455551,-1.03913784017411,0.306497997593484,-3.39035768041898,0.000698014867915969,0.0221745133912278
"ENSG00000172399",36.1971080032394,-3.50494858998985,1.02441682621321,-3.42140864958848,0.000622976491893742,0.0205941651839489
"ENSG00000154277",1098.85859036342,-1.0736865485147,0.268980174806835,-3.99169399486695,6.56029906080974e-05,0.00537007337406283
"ENSG00000127415",22.3136457729215,-2.63996771175929,0.585290741397433,-4.51052361678597,6.46678008947762e-06,0.00114997189384262
"ENSG00000052802",233.373549104271,-1.3763316432333,0.29512178895371,-4.66360565281469,3.10716544007657e-06,0.000686727950334638
"ENSG00000145335",24.8809301194615,-2.95232577339806,0.942776307871214,-3.1315230863877,0.00173902112835191,0.0360721895052744
"ENSG00000145362",139.701461756579,-3.08560945341064,0.622889656867982,-4.9537015414989,7.28148646273076e-07,0.000244895384923712
"ENSG00000151388",3168.65468111971,-1.09244314479021,0.272855778188842,-4.00373835599749,6.23493200385905e-05,0.00521408827198396
"ENSG00000145794",11.6685732077105,-4.07983024243095,1.26249515094969,-3.23156111875913,0.00123115991463475,0.0300681211006971
"ENSG00000250120",16.6683364401159,-4.64538864700901,1.39998650637836,-3.31816672935386,0.000906103802446304,0.0256746006000857
"ENSG00000224431",17.4100307264214,-1.77054184293819,0.566387190378365,-3.12602734139416,0.00177185077515237,0.0361639885783407
"ENSG00000039139",44.991465655726,-1.68310720493749,0.475913727441222,-3.53658049324783,0.000405342959489774,0.016288469938354
"ENSG00000262576",50.3603059519105,-3.08991005727653,0.820948264773108,-3.76383042618467,0.0001673303738121,0.00962367365519332
